,0,1,2,3,4,5
1322,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1323,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1324,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1325,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1326,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1327,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1328,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1329,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1330,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1331,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1332,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1333,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1334,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1335,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1336,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1337,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1338,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1339,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1340,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1341,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1342,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1343,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1344,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1345,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1346,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1347,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1348,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1349,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1350,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1351,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1352,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1353,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1354,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1355,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1356,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1357,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1358,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1359,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1360,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1361,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1362,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1363,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1364,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1365,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1366,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1367,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1368,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1369,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1370,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1371,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1372,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1373,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1374,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1375,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1376,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1377,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1378,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1379,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1380,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1381,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1382,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1383,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1384,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1385,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1386,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1387,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1388,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1389,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1390,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1391,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1392,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1393,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1394,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1395,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1396,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1397,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1398,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1399,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1400,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1401,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1402,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1403,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1404,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1405,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1406,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1407,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1408,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1409,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1410,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1411,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1412,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1413,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1414,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1415,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1416,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1417,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1418,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1419,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1420,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1421,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1422,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1423,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1424,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1425,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1426,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1427,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1428,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1429,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1430,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1431,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1432,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1433,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1434,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1435,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1436,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1437,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1438,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1439,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1440,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1441,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1442,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1443,1,2017,BMW,X1,"$13,474 ","7,164 miles"
