year,brand,model,mileage,D_rate,PC
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
2015,FORD,EXPLORER,40218,3,15
2015,FORD,ESCAPE,36184,4,15
2015,FORD,EXPLORER,45717,2,15
2014,FORD,EDGE,45397,7,15
2014,FORD,EXPLORER,40881,7,15
2016,FORD,EDGE,45872,5,15
2012,FORD,EXPLORER,76494,5,15
2015,FORD,ESCAPE,21018,9,15
2015,FORD,EXPLORER,32775,6,15
2013,FORD,ESCAPE,62706,7,15
2016,FORD,ESCAPE,18340,7,15
2009,FORD,FLEX,104125,6,15
2016,FORD,EXPLORER LIMITED,23742,7,15
2013,FORD,ESCAPE,94234,8,15
2008,FORD,EXPLORER LIMITED,106772,3,15
