,UC,year,brand,model,price,mileage,Oprice
172,1,2015,BMW,X5,"$59,999","28,765 miles",76300
173,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
174,0,2013,BMW,X6,"$39,988","36,624 miles",65100
175,0,2017,BMW,X1,"$59,995","10,789 miles",34750
176,1,2015,BMW,X5,"$59,995","34,835 miles",76300
177,0,2011,BMW,X6,"$34,995","89,666 miles",72950
178,1,2015,BMW,X5,"$34,995","37,215 miles",76300
179,0,2008,BMW,X5,"$39,998","115,677 miles",50500
180,1,2015,BMW,X5,"$46,998","32,440 miles",76300
181,0,2018,BMW,X4,"$46,998","8,782 miles",53425
182,0,2017,BMW,X5,"$48,995","4,239 miles",78650
183,0,2016,BMW,X5,"$48,995","15,292 miles",76350
184,1,2014,BMW,X5,"$73,998","38,034 miles",60500
185,0,2017,BMW,X6,"$73,998","6,552 miles",83300
186,0,2017,BMW,X3,"$59,999","6,090 miles",44500
187,1,2015,BMW,X5,"$59,999","28,765 miles",76300
188,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
189,0,2013,BMW,X6,"$39,988","36,624 miles",65100
190,0,2017,BMW,X1,"$59,995","10,789 miles",34750
191,1,2015,BMW,X5,"$59,995","34,835 miles",76300
192,0,2011,BMW,X6,"$34,995","89,666 miles",72950
193,1,2015,BMW,X5,"$34,995","37,215 miles",76300
194,0,2008,BMW,X5,"$39,998","115,677 miles",50500
195,1,2015,BMW,X5,"$46,998","32,440 miles",76300
196,0,2018,BMW,X4,"$46,998","8,782 miles",53425
197,0,2017,BMW,X5,"$48,995","4,239 miles",78650
198,0,2016,BMW,X5,"$48,995","15,292 miles",76350
199,1,2014,BMW,X5,"$73,998","38,034 miles",60500
200,0,2017,BMW,X6,"$73,998","6,552 miles",83300
201,0,2017,BMW,X3,"$59,999","6,090 miles",44500
202,1,2015,BMW,X5,"$59,999","28,765 miles",76300
203,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
204,0,2013,BMW,X6,"$39,988","36,624 miles",65100
205,0,2017,BMW,X1,"$59,995","10,789 miles",34750
206,1,2015,BMW,X5,"$59,995","34,835 miles",76300
207,0,2011,BMW,X6,"$34,995","89,666 miles",72950
208,1,2015,BMW,X5,"$34,995","37,215 miles",76300
209,0,2008,BMW,X5,"$39,998","115,677 miles",50500
210,1,2015,BMW,X5,"$46,998","32,440 miles",76300
211,0,2018,BMW,X4,"$46,998","8,782 miles",53425
212,0,2017,BMW,X5,"$48,995","4,239 miles",78650
213,0,2016,BMW,X5,"$48,995","15,292 miles",76350
