,year,brand,model,mileage,D_rate,PC
63226,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63227,2014,JEEP,CHEROKEE,73696,9,1
63228,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63229,2015,JEEP,GRAND CHEROKEE,20395,4,1
63230,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63231,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63232,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63233,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63234,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63235,2016,JEEP,RENEGADE,27900,,1
63236,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63237,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63238,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63239,2010,JEEP,WRANGLER,67024,7,1
63240,2014,JEEP,GRAND CHEROKEE LIMITED,43395,4,1
63241,2015,JEEP,WRANGLER UNLIMITED,38836,8,1
63242,2014,JEEP,CHEROKEE,30628,9,1
63243,2014,JEEP,PATRIOT LIMITED,23103,5,1
63244,2015,JEEP,GRAND CHEROKEE,33835,6,1
63245,2008,JEEP,COMPASS,126523,8,1
63246,2016,JEEP,WRANGLER UNLIMITED,21843,7,1
63247,2016,JEEP,RENEGADE,27900,6,1
63248,2015,JEEP,WRANGLER UNLIMITED,30795,5,1
63249,2017,JEEP,GRAND CHEROKEE,22489,7,1
63250,2017,JEEP,WRANGLER UNLIMITED,1639,7,1
63251,2014,JEEP,GRAND CHEROKEE LIMITED,33539,1,1
63252,2011,JEEP,LIBERTY,70174,2,1
63253,2016,JEEP,RENEGADE,41726,3,1
63254,2012,JEEP,WRANGLER,36774,8,1
63255,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63256,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63257,2014,JEEP,CHEROKEE,73696,9,1
63258,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63259,2015,JEEP,GRAND CHEROKEE,20395,4,1
63260,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63261,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63262,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63263,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63264,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63265,2016,JEEP,RENEGADE,27900,,1
63266,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63267,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63268,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63269,2012,JEEP,WRANGLER,36774,8,1
63270,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63271,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63272,2014,JEEP,CHEROKEE,73696,9,1
63273,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63274,2015,JEEP,GRAND CHEROKEE,20395,4,1
63275,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63276,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63277,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63278,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63279,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63280,2016,JEEP,RENEGADE,27900,,1
63281,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63282,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63283,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63284,2012,JEEP,WRANGLER,36774,8,1
63285,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63286,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63287,2014,JEEP,CHEROKEE,73696,9,1
63288,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63289,2015,JEEP,GRAND CHEROKEE,20395,4,1
63290,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63291,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63292,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63293,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63294,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63295,2016,JEEP,RENEGADE,27900,,1
63296,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63297,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63298,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63299,2010,JEEP,WRANGLER,67024,7,1
63300,2014,JEEP,GRAND CHEROKEE LIMITED,43395,4,1
63301,2015,JEEP,WRANGLER UNLIMITED,38836,8,1
63302,2014,JEEP,CHEROKEE,30628,9,1
63303,2014,JEEP,PATRIOT LIMITED,23103,5,1
63304,2015,JEEP,GRAND CHEROKEE,33835,6,1
63305,2008,JEEP,COMPASS,126523,8,1
63306,2016,JEEP,WRANGLER UNLIMITED,21843,7,1
63307,2016,JEEP,RENEGADE,27900,6,1
63308,2015,JEEP,WRANGLER UNLIMITED,30795,5,1
63309,2017,JEEP,GRAND CHEROKEE,22489,7,1
63310,2017,JEEP,WRANGLER UNLIMITED,1639,7,1
63311,2014,JEEP,GRAND CHEROKEE LIMITED,33539,1,1
63312,2011,JEEP,LIBERTY,70174,2,1
63313,2016,JEEP,RENEGADE,41726,3,1
63314,2012,JEEP,WRANGLER,36774,8,1
63315,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63316,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63317,2014,JEEP,CHEROKEE,73696,9,1
63318,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63319,2015,JEEP,GRAND CHEROKEE,20395,4,1
63320,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63321,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63322,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63323,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63324,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63325,2016,JEEP,RENEGADE,27900,,1
63326,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63327,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63328,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63329,2012,JEEP,WRANGLER,36774,8,1
63330,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63331,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63332,2014,JEEP,CHEROKEE,73696,9,1
63333,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63334,2015,JEEP,GRAND CHEROKEE,20395,4,1
63335,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63336,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63337,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63338,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63339,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63340,2016,JEEP,RENEGADE,27900,,1
63341,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63342,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63343,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63344,2012,JEEP,WRANGLER,36774,8,1
63345,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63346,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63347,2014,JEEP,CHEROKEE,73696,9,1
63348,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63349,2015,JEEP,GRAND CHEROKEE,20395,4,1
63350,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63351,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63352,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63353,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63354,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63355,2016,JEEP,RENEGADE,27900,,1
63356,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63357,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63358,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63359,2012,JEEP,WRANGLER,36774,8,1
63360,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63361,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63362,2014,JEEP,CHEROKEE,73696,9,1
63363,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63364,2015,JEEP,GRAND CHEROKEE,20395,4,1
63365,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63366,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63367,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63368,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63369,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63370,2016,JEEP,RENEGADE,27900,,1
63371,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63372,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63373,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63374,2012,JEEP,WRANGLER,36774,8,1
63375,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63376,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63377,2014,JEEP,CHEROKEE,73696,9,1
63378,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63379,2015,JEEP,GRAND CHEROKEE,20395,4,1
63380,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63381,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63382,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63383,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63384,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63385,2016,JEEP,RENEGADE,27900,,1
63386,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63387,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63388,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63389,2012,JEEP,WRANGLER,36774,8,1
63390,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63391,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63392,2014,JEEP,CHEROKEE,73696,9,1
63393,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63394,2015,JEEP,GRAND CHEROKEE,20395,4,1
63395,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63396,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63397,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63398,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63399,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63400,2016,JEEP,RENEGADE,27900,,1
63401,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63402,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63403,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63404,2012,JEEP,WRANGLER,36774,8,1
63405,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63406,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63407,2014,JEEP,CHEROKEE,73696,9,1
63408,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63409,2015,JEEP,GRAND CHEROKEE,20395,4,1
63410,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63411,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63412,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63413,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63414,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63415,2016,JEEP,RENEGADE,27900,,1
63416,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63417,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63418,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63419,2012,JEEP,WRANGLER,36774,8,1
63420,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63421,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63422,2014,JEEP,CHEROKEE,73696,9,1
63423,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63424,2015,JEEP,GRAND CHEROKEE,20395,4,1
63425,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63426,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63427,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63428,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63429,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63430,2016,JEEP,RENEGADE,27900,,1
63431,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63432,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63433,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63434,2012,JEEP,WRANGLER,36774,8,1
63435,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63436,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63437,2014,JEEP,CHEROKEE,73696,9,1
63438,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63439,2015,JEEP,GRAND CHEROKEE,20395,4,1
63440,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63441,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63442,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63443,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63444,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63445,2016,JEEP,RENEGADE,27900,,1
63446,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63447,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63448,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63449,2012,JEEP,WRANGLER,36774,8,1
63450,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63451,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63452,2014,JEEP,CHEROKEE,73696,9,1
63453,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63454,2015,JEEP,GRAND CHEROKEE,20395,4,1
63455,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63456,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63457,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63458,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63459,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63460,2016,JEEP,RENEGADE,27900,,1
63461,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63462,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63463,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63464,2012,JEEP,WRANGLER,36774,8,1
63465,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63466,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63467,2014,JEEP,CHEROKEE,73696,9,1
63468,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63469,2015,JEEP,GRAND CHEROKEE,20395,4,1
63470,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63471,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63472,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63473,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63474,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63475,2016,JEEP,RENEGADE,27900,,1
63476,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63477,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63478,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63479,2012,JEEP,WRANGLER,36774,8,1
63480,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63481,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63482,2014,JEEP,CHEROKEE,73696,9,1
63483,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63484,2015,JEEP,GRAND CHEROKEE,20395,4,1
63485,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63486,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63487,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63488,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63489,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63490,2016,JEEP,RENEGADE,27900,,1
63491,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63492,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63493,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63494,2012,JEEP,WRANGLER,36774,8,1
63495,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63496,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63497,2014,JEEP,CHEROKEE,73696,9,1
63498,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63499,2015,JEEP,GRAND CHEROKEE,20395,4,1
63500,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63501,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63502,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63503,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63504,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63505,2016,JEEP,RENEGADE,27900,,1
63506,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63507,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63508,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63509,2012,JEEP,WRANGLER,36774,8,1
63510,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63511,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63512,2014,JEEP,CHEROKEE,73696,9,1
63513,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63514,2015,JEEP,GRAND CHEROKEE,20395,4,1
63515,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63516,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63517,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63518,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63519,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63520,2016,JEEP,RENEGADE,27900,,1
63521,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63522,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63523,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63524,2012,JEEP,WRANGLER,36774,8,1
63525,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63526,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63527,2014,JEEP,CHEROKEE,73696,9,1
63528,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63529,2015,JEEP,GRAND CHEROKEE,20395,4,1
63530,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63531,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63532,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63533,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63534,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63535,2016,JEEP,RENEGADE,27900,,1
63536,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63537,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63538,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63539,2012,JEEP,WRANGLER,36774,8,1
63540,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63541,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63542,2014,JEEP,CHEROKEE,73696,9,1
63543,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63544,2015,JEEP,GRAND CHEROKEE,20395,4,1
63545,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63546,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63547,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63548,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63549,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63550,2016,JEEP,RENEGADE,27900,,1
63551,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63552,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63553,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63554,2012,JEEP,WRANGLER,36774,8,1
63555,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63556,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63557,2014,JEEP,CHEROKEE,73696,9,1
63558,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63559,2015,JEEP,GRAND CHEROKEE,20395,4,1
63560,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63561,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63562,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63563,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63564,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63565,2016,JEEP,RENEGADE,27900,,1
63566,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63567,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63568,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63569,2012,JEEP,WRANGLER,36774,8,1
63570,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63571,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63572,2014,JEEP,CHEROKEE,73696,9,1
63573,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63574,2015,JEEP,GRAND CHEROKEE,20395,4,1
63575,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63576,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63577,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63578,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63579,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63580,2016,JEEP,RENEGADE,27900,,1
63581,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63582,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63583,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63584,2012,JEEP,WRANGLER,36774,8,1
63585,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63586,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63587,2014,JEEP,CHEROKEE,73696,9,1
63588,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63589,2015,JEEP,GRAND CHEROKEE,20395,4,1
63590,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63591,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63592,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63593,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63594,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63595,2016,JEEP,RENEGADE,27900,,1
63596,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63597,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63598,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63599,2012,JEEP,WRANGLER,36774,8,1
63600,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63601,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63602,2014,JEEP,CHEROKEE,73696,9,1
63603,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63604,2015,JEEP,GRAND CHEROKEE,20395,4,1
63605,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63606,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63607,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63608,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63609,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63610,2016,JEEP,RENEGADE,27900,,1
63611,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63612,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63613,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63614,2012,JEEP,WRANGLER,36774,8,1
63615,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63616,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63617,2014,JEEP,CHEROKEE,73696,9,1
63618,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63619,2015,JEEP,GRAND CHEROKEE,20395,4,1
63620,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63621,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63622,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63623,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63624,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63625,2016,JEEP,RENEGADE,27900,,1
63626,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63627,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63628,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63629,2012,JEEP,WRANGLER,36774,8,1
63630,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63631,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63632,2014,JEEP,CHEROKEE,73696,9,1
63633,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63634,2015,JEEP,GRAND CHEROKEE,20395,4,1
63635,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63636,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63637,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63638,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63639,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63640,2016,JEEP,RENEGADE,27900,,1
63641,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63642,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63643,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63644,2012,JEEP,WRANGLER,36774,8,1
63645,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63646,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63647,2014,JEEP,CHEROKEE,73696,9,1
63648,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63649,2015,JEEP,GRAND CHEROKEE,20395,4,1
63650,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63651,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63652,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63653,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63654,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63655,2016,JEEP,RENEGADE,27900,,1
63656,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63657,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63658,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63659,2012,JEEP,WRANGLER,36774,8,1
63660,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63661,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63662,2014,JEEP,CHEROKEE,73696,9,1
63663,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63664,2015,JEEP,GRAND CHEROKEE,20395,4,1
63665,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63666,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63667,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
