,year,brand,model,mileage,D_rate,PC
63668,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63669,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63670,2016,JEEP,RENEGADE,27900,,1
63671,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63672,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63673,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63674,2012,JEEP,WRANGLER,36774,8,1
63675,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63676,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63677,2014,JEEP,CHEROKEE,73696,9,1
63678,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63679,2015,JEEP,GRAND CHEROKEE,20395,4,1
63680,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63681,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63682,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63683,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63684,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63685,2016,JEEP,RENEGADE,27900,,1
63686,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63687,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63688,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63689,2012,JEEP,WRANGLER,36774,8,1
63690,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63691,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63692,2014,JEEP,CHEROKEE,73696,9,1
63693,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63694,2015,JEEP,GRAND CHEROKEE,20395,4,1
63695,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63696,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63697,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63698,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63699,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63700,2016,JEEP,RENEGADE,27900,,1
63701,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63702,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63703,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63704,2012,JEEP,WRANGLER,36774,8,1
63705,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63706,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63707,2014,JEEP,CHEROKEE,73696,9,1
63708,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63709,2015,JEEP,GRAND CHEROKEE,20395,4,1
63710,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63711,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63712,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63713,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63714,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63715,2016,JEEP,RENEGADE,27900,,1
63716,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63717,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63718,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63719,2012,JEEP,WRANGLER,36774,8,1
63720,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63721,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63722,2014,JEEP,CHEROKEE,73696,9,1
63723,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63724,2015,JEEP,GRAND CHEROKEE,20395,4,1
63725,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63726,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63727,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63728,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63729,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63730,2016,JEEP,RENEGADE,27900,,1
63731,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63732,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63733,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63734,2012,JEEP,WRANGLER,36774,8,1
63735,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63736,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63737,2014,JEEP,CHEROKEE,73696,9,1
63738,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63739,2015,JEEP,GRAND CHEROKEE,20395,4,1
63740,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63741,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63742,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63743,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63744,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63745,2016,JEEP,RENEGADE,27900,,1
63746,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63747,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63748,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63749,2012,JEEP,WRANGLER,36774,8,1
63750,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63751,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63752,2014,JEEP,CHEROKEE,73696,9,1
63753,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63754,2015,JEEP,GRAND CHEROKEE,20395,4,1
63755,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63756,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63757,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63758,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63759,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63760,2016,JEEP,RENEGADE,27900,,1
63761,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63762,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63763,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63764,2012,JEEP,WRANGLER,36774,8,1
63765,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63766,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63767,2014,JEEP,CHEROKEE,73696,9,1
63768,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63769,2015,JEEP,GRAND CHEROKEE,20395,4,1
63770,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63771,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63772,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63773,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63774,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63775,2016,JEEP,RENEGADE,27900,,1
63776,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63777,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63778,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63779,2012,JEEP,WRANGLER,36774,8,1
63780,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63781,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63782,2014,JEEP,CHEROKEE,73696,9,1
63783,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63784,2015,JEEP,GRAND CHEROKEE,20395,4,1
63785,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63786,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63787,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63788,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63789,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63790,2016,JEEP,RENEGADE,27900,,1
63791,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63792,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63793,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63794,2012,JEEP,WRANGLER,36774,8,1
63795,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63796,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63797,2014,JEEP,CHEROKEE,73696,9,1
63798,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63799,2015,JEEP,GRAND CHEROKEE,20395,4,1
63800,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63801,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63802,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63803,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63804,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63805,2016,JEEP,RENEGADE,27900,,1
63806,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63807,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63808,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63809,2012,JEEP,WRANGLER,36774,8,1
63810,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63811,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63812,2014,JEEP,CHEROKEE,73696,9,1
63813,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63814,2015,JEEP,GRAND CHEROKEE,20395,4,1
63815,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63816,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63817,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63818,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63819,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63820,2016,JEEP,RENEGADE,27900,,1
63821,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63822,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63823,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63824,2012,JEEP,WRANGLER,36774,8,1
63825,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63826,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63827,2014,JEEP,CHEROKEE,73696,9,1
63828,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63829,2015,JEEP,GRAND CHEROKEE,20395,4,1
63830,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63831,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63832,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63833,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63834,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63835,2016,JEEP,RENEGADE,27900,,1
63836,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63837,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63838,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63839,2012,JEEP,WRANGLER,36774,8,1
63840,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63841,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63842,2014,JEEP,CHEROKEE,73696,9,1
63843,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63844,2015,JEEP,GRAND CHEROKEE,20395,4,1
63845,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63846,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63847,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63848,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63849,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63850,2016,JEEP,RENEGADE,27900,,1
63851,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63852,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63853,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63854,2012,JEEP,WRANGLER,36774,8,1
63855,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63856,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63857,2014,JEEP,CHEROKEE,73696,9,1
63858,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63859,2015,JEEP,GRAND CHEROKEE,20395,4,1
63860,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63861,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63862,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63863,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63864,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63865,2016,JEEP,RENEGADE,27900,,1
63866,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63867,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63868,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63869,2012,JEEP,WRANGLER,36774,8,1
63870,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63871,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63872,2014,JEEP,CHEROKEE,73696,9,1
63873,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63874,2015,JEEP,GRAND CHEROKEE,20395,4,1
63875,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63876,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63877,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63878,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63879,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63880,2016,JEEP,RENEGADE,27900,,1
63881,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63882,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63883,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63884,2012,JEEP,WRANGLER,36774,8,1
63885,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63886,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63887,2014,JEEP,CHEROKEE,73696,9,1
63888,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63889,2015,JEEP,GRAND CHEROKEE,20395,4,1
63890,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63891,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63892,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63893,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63894,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63895,2016,JEEP,RENEGADE,27900,,1
63896,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63897,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63898,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63899,2012,JEEP,WRANGLER,36774,8,1
63900,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63901,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63902,2014,JEEP,CHEROKEE,73696,9,1
63903,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63904,2015,JEEP,GRAND CHEROKEE,20395,4,1
63905,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63906,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63907,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63908,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63909,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63910,2016,JEEP,RENEGADE,27900,,1
63911,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63912,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63913,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63914,2012,JEEP,WRANGLER,36774,8,1
63915,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63916,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63917,2014,JEEP,CHEROKEE,73696,9,1
63918,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63919,2015,JEEP,GRAND CHEROKEE,20395,4,1
63920,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63921,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63922,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63923,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63924,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63925,2016,JEEP,RENEGADE,27900,,1
63926,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63927,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63928,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63929,2012,JEEP,WRANGLER,36774,8,1
63930,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63931,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63932,2014,JEEP,CHEROKEE,73696,9,1
63933,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63934,2015,JEEP,GRAND CHEROKEE,20395,4,1
63935,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63936,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63937,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63938,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63939,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63940,2016,JEEP,RENEGADE,27900,,1
63941,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63942,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63943,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63944,2012,JEEP,WRANGLER,36774,8,1
63945,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63946,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63947,2014,JEEP,CHEROKEE,73696,9,1
63948,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63949,2015,JEEP,GRAND CHEROKEE,20395,4,1
63950,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63951,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63952,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63953,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63954,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63955,2016,JEEP,RENEGADE,27900,,1
63956,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63957,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63958,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63959,2012,JEEP,WRANGLER,36774,8,1
63960,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63961,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63962,2014,JEEP,CHEROKEE,73696,9,1
63963,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63964,2015,JEEP,GRAND CHEROKEE,20395,4,1
63965,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63966,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63967,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63968,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63969,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63970,2016,JEEP,RENEGADE,27900,,1
63971,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63972,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63973,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63974,2012,JEEP,WRANGLER,36774,8,1
63975,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63976,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63977,2014,JEEP,CHEROKEE,73696,9,1
63978,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63979,2015,JEEP,GRAND CHEROKEE,20395,4,1
63980,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63981,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63982,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63983,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63984,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
63985,2016,JEEP,RENEGADE,27900,,1
63986,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
63987,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
63988,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
63989,2012,JEEP,WRANGLER,36774,8,1
63990,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
63991,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
63992,2014,JEEP,CHEROKEE,73696,9,1
63993,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
63994,2015,JEEP,GRAND CHEROKEE,20395,4,1
63995,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
63996,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
63997,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
63998,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
63999,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64000,2016,JEEP,RENEGADE,27900,,1
64001,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64002,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64003,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64004,2012,JEEP,WRANGLER,36774,8,1
64005,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64006,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64007,2014,JEEP,CHEROKEE,73696,9,1
64008,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64009,2015,JEEP,GRAND CHEROKEE,20395,4,1
64010,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64011,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64012,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64013,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64014,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64015,2016,JEEP,RENEGADE,27900,,1
64016,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64017,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64018,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64019,2012,JEEP,WRANGLER,36774,8,1
64020,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64021,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64022,2014,JEEP,CHEROKEE,73696,9,1
64023,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64024,2015,JEEP,GRAND CHEROKEE,20395,4,1
64025,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64026,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64027,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64028,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64029,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64030,2016,JEEP,RENEGADE,27900,,1
64031,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64032,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64033,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64034,2012,JEEP,WRANGLER,36774,8,1
64035,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64036,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64037,2014,JEEP,CHEROKEE,73696,9,1
64038,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64039,2015,JEEP,GRAND CHEROKEE,20395,4,1
64040,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64041,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64042,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64043,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64044,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64045,2016,JEEP,RENEGADE,27900,,1
64046,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64047,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64048,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64049,2012,JEEP,WRANGLER,36774,8,1
64050,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64051,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64052,2014,JEEP,CHEROKEE,73696,9,1
64053,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64054,2015,JEEP,GRAND CHEROKEE,20395,4,1
64055,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64056,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64057,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64058,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64059,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64060,2016,JEEP,RENEGADE,27900,,1
64061,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64062,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64063,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64064,2012,JEEP,WRANGLER,36774,8,1
64065,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64066,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64067,2014,JEEP,CHEROKEE,73696,9,1
64068,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64069,2015,JEEP,GRAND CHEROKEE,20395,4,1
64070,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64071,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64072,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64073,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64074,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64075,2016,JEEP,RENEGADE,27900,,1
64076,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64077,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64078,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64079,2012,JEEP,WRANGLER,36774,8,1
64080,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64081,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64082,2014,JEEP,CHEROKEE,73696,9,1
64083,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64084,2015,JEEP,GRAND CHEROKEE,20395,4,1
64085,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64086,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64087,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64088,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64089,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64090,2016,JEEP,RENEGADE,27900,,1
64091,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64092,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
64093,2005,JEEP,GRAND CHEROKEE LIMITED,167153,,1
64094,2012,JEEP,WRANGLER,36774,8,1
64095,2015,JEEP,GRAND CHEROKEE LIMITED,35694,5,1
64096,2012,JEEP,WRANGLER UNLIMITED,45956,9,1
64097,2014,JEEP,CHEROKEE,73696,9,1
64098,2015,JEEP,WRANGLER UNLIMITED,47312,7,1
64099,2015,JEEP,GRAND CHEROKEE,20395,4,1
64100,2015,JEEP,GRAND CHEROKEE LIMITED,15246,3,1
64101,2015,JEEP,GRAND CHEROKEE LIMITED,51404,3,1
64102,2015,JEEP,WRANGLER UNLIMITED,26656,9,1
64103,2015,JEEP,WRANGLER UNLIMITED,30795,9,1
64104,2016,JEEP,RENEGADE 75TH ANNIVERSARY,9859,,1
64105,2016,JEEP,RENEGADE,27900,,1
64106,2016,JEEP,WRANGLER UNLIMITED,21843,9,1
64107,2017,JEEP,GRAND CHEROKEE LIMITED,10671,6,1
