,Unnamed: 0,Unnamed: 0.1,UC,year,brand,model,price,mileage,Oprice,D_rate
39,39,39,0,2015,MERCEDES-BENZ,M-CLASS ML 250,12900,"69,912 miles",73350,0.175869120654
40,40,40,0,2015,MERCEDES-BENZ,M-CLASS ML 350,54890,"56,543 miles",73350,0.748329925017
41,41,41,0,2013,MERCEDES-BENZ,GLK 350,54890,"25,118 miles",38000,0.55552631579
42,42,42,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,8990,"77,417 miles",73435,0.122421188806
43,43,43,0,2014,MERCEDES-BENZ,GLK 350,8990,"66,234 miles",38480,0.233627858628
44,44,44,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,33790,"85,682 miles",73435,0.4601348131
45,45,45,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,17895,"109,229 miles",73435,0.243684891401
46,46,46,0,2017,MERCEDES-BENZ,GLS 450,17895,"5,552 miles",95550,0.187284144427
47,47,47,0,2015,MERCEDES-BENZ,M-CLASS ML 350,71986,"46,482 miles",73350,0.981404226312
48,48,48,0,2013,MERCEDES-BENZ,M-CLASS ML 350,71986,"101,069 miles",71685,0.99580107414
49,49,49,0,2011,MERCEDES-BENZ,GLK 350,35995,"95,270 miles",36500,0.986164383562
50,50,50,0,2017,MERCEDES-BENZ,GLE 350,35995,"6,489 miles",81325,0.44260682447
51,51,51,0,2007,MERCEDES-BENZ,GL-CLASS GL 450,21995,"152,754 miles",53650,0.409972041007
52,52,52,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,21995,"67,443 miles",90580,0.242824022963
53,53,53,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,12900,"78,893 miles",90580,0.14241554427
54,54,54,0,2015,MERCEDES-BENZ,M-CLASS ML 250,12900,"69,912 miles",73350,0.175869120654
55,55,55,0,2015,MERCEDES-BENZ,M-CLASS ML 350,54890,"56,543 miles",73350,0.748329925017
56,56,56,0,2013,MERCEDES-BENZ,GLK 350,54890,"25,118 miles",38000,0.55552631579
57,57,57,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,8990,"77,417 miles",73435,0.122421188806
58,58,58,0,2014,MERCEDES-BENZ,GLK 350,8990,"66,234 miles",38480,0.233627858628
59,59,59,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,33790,"85,682 miles",73435,0.4601348131
60,60,60,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,17895,"109,229 miles",73435,0.243684891401
61,61,61,0,2017,MERCEDES-BENZ,GLS 450,17895,"5,552 miles",95550,0.187284144427
62,62,62,0,2015,MERCEDES-BENZ,M-CLASS ML 350,71986,"46,482 miles",73350,0.981404226312
63,63,63,0,2013,MERCEDES-BENZ,M-CLASS ML 350,71986,"101,069 miles",71685,0.99580107414
64,64,64,0,2011,MERCEDES-BENZ,GLK 350,35995,"95,270 miles",36500,0.986164383562
65,65,65,0,2017,MERCEDES-BENZ,GLE 350,35995,"6,489 miles",81325,0.44260682447
66,66,66,0,2007,MERCEDES-BENZ,GL-CLASS GL 450,21995,"152,754 miles",53650,0.409972041007
67,67,67,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,21995,"67,443 miles",90580,0.242824022963
68,68,68,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,12900,"78,893 miles",90580,0.14241554427
