,Unnamed: 0,UC,year,brand,model,price,mileage,Oprice,D_rate
366,366,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
367,367,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
368,368,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
369,369,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
370,370,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
371,371,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
372,372,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
373,373,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
374,374,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
375,375,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
376,376,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
377,377,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
378,378,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
379,379,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
380,380,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
381,381,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
382,382,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
383,383,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
384,384,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
385,385,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
386,386,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
387,387,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
388,388,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
389,389,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
390,390,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
391,391,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
392,392,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
393,393,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
394,394,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
395,395,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
396,396,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
397,397,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
398,398,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
399,399,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
400,400,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
401,401,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
402,402,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
403,403,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
404,404,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
405,405,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
406,406,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
407,407,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
408,408,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
409,409,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
410,410,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
411,411,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
412,412,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
413,413,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
414,414,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
415,415,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
416,416,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
417,417,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
418,418,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
419,419,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
420,420,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
421,421,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
422,422,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
423,423,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
424,424,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
425,425,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
426,426,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
427,427,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
428,428,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
429,429,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
430,430,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
431,431,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
432,432,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
433,433,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
434,434,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
435,435,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
436,436,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
437,437,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
438,438,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
439,439,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
440,440,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
441,441,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
